"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LUMO","Lumos Pharma, Inc.","13.76","$114.12M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lumo",
"LUNA","Luna Innovations Incorporated","6.85","$210.97M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/luna",
"LKCO","Luokung Technology Corp","0.6368","$128.2M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/lkco",
"LBC","Luther Burbank Corporation","9.48","$496.7M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/lbc",
"LYFT","Lyft, Inc.","24.66","$7.7B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lyft",
"LYRA","Lyra Therapeutics, Inc.","12.12","$156.65M","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lyra",
"MCBC","Macatawa Bank Corporation","7.27","$248.02M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","10.77","$113.45M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","35.08","$2.35B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","22.065","$1.19B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","127.09","$1.96B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","3.7147","$86.01M","1993","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","76.76","$1.94B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/mgln",
"MGTA","Magenta Therapeutics, Inc.","6.8","$328.12M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgta",
"MGIC","Magic Software Enterprises Ltd.","13.77","$674.41M","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mgic",
"MGNI","Magnite, Inc.","9.51","$1.05B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mgni",
"MGYR","Magyar Bancorp, Inc.","8.06","$46.83M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","1.22","$103.36M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhld",
"MNSB","MainStreet Bancshares, Inc.","14.46","$119.55M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsb",
"MNSBP","MainStreet Bancshares, Inc.","25.15","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsbp",
"MMYT","MakeMyTrip Limited","19.26","$1.99B","2010","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mmyt",
"MLAC","Malacca Straits Acquisition Company Limited","9.71","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlac",
"MLACU","Malacca Straits Acquisition Company Limited","9.9","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlacu",
"MLACW","Malacca Straits Acquisition Company Limited","0.4001","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlacw",
"MBUU","Malibu Boats, Inc.","53.91","$1.11B","2014","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mbuu",
"MACU","Mallard Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/macu",
"MACUU","Mallard Acquisition Corp.","n/a","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/macuu",
"MLVF","Malvern Bancorp, Inc.","12.79","$97.33M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mlvf",
"TUSK","Mammoth Energy Services, Inc.","1.64","$75.05M","2016","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/tusk",
"MANH","Manhattan Associates, Inc.","98.71","$6.27B","1998","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","4.176","$40.2M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","4.65","$91.92M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","16.7","$35.09M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","2.02","$462.93M","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","68.79","$2.77B","2002","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","2.84","$91.29M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","1.84","$81.99M","2004","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mchx",
"MRIN","Marin Software Incorporated","3.76","$26.18M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mrin",
"MARPS","Marine Petroleum Trust","3.715","$7.43M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","13.82","$422.51M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrns",
"MRKR","Marker Therapeutics, Inc.","1.62","$75.52M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrkr",
"MKTX","MarketAxess Holdings, Inc.","558.08","$21.19B","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","7.27","$86.81M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/mrln",
"MAR","Marriott International","95.15","$30.86B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.26","$188.21M","2013","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","16.26","$1.34B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","1.81","$70.32M","2002","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","40.4","$27.07B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","234.16","$12.87B","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/masi",
"MCFT","MasterCraft Boat Holdings, Inc.","19.59","$369.7M","2015","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mcft",
"MTCH","Match Group, Inc.","118.06","$30.7B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","50.19","$2.67B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtls",
"MTRX","Matrix Service Company","7.99","$211.42M","1990","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","12.45","$4.32B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/mat",
"MATW","Matthews International Corporation","23.58","$737.23M","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/matw",
"MAXN","Maxeon Solar Technologies, Ltd.","17.61","$531.49M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/maxn",
"MXIM","Maxim Integrated Products, Inc.","73.48","$19.65B","1988","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxim",
"MCFE","McAfee Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcfe",
"MGRC","McGrath RentCorp","63.23","$1.52B","1984","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","2.06","$149.85M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/mdca",
"MDJH","MDJM LTD","3.85","$44.82M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/mdjh",
"MDRR","Medalist Diversified REIT, Inc.","2.81","$13.34M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mdrr",
"MDRRP","Medalist Diversified REIT, Inc.","17.03","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mdrrp",
"MBNKP","Medallion Bank","17.5225","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/mbnkp",
"MFIN","Medallion Financial Corp.","2.45","$60.8M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","25.1","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mfinl",
"MDIA","Mediaco Holding Inc.","3.1","$22M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/mdia",
"MDNA","Medicenna Therapeutics Corp.","3.9","$190.31M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdna",
"MNOV","MediciNova, Inc.","5.35","$237.4M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnov",
"MDGS","Medigus Ltd.","2.23","$17.08M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.2501","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdgsw",
"MDWD","MediWound Ltd.","3.65","$99.32M","2014","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/mdwd",
"MEDP","Medpace Holdings, Inc.","115.02","$4.07B","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","2.71","$304.93M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/meip",
"MGTX","MeiraGTx Holdings plc","12.77","$477.12M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mgtx",
"MLCO","Melco Resorts & Entertainment Limited","15.26","$7.28B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mlco",
"MTSL","MER Telemanagement Solutions Ltd.","1.31","$5.78M","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","1299.13","$64.58B","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","22.23","$360.82M","1998","Finance","Major Banks","https://old.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","6.89","$453.83M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/merc",
"MBIN","Merchants Bancorp","22.05","$633.84M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/mbin",
"MBINO","Merchants Bancorp","25.01","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbino",
"MBINP","Merchants Bancorp","26.11","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbinp",
"MFH","Mercurity Fintech Holding Inc.","3.15","$25.91M","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/mfh",
"MRCY","Mercury Systems Inc","76.49","$4.28B","1998","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mrcy",
"MREO","Mereo BioPharma Group plc","2.6","$176.13M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mreo",
"MCMJ","Merida Merger Corp. I","9.805","$160.53M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mcmj",
"MCMJW","Merida Merger Corp. I","0.4","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mcmjw",
"EBSB","Meridian Bancorp, Inc.","11.87","$622.15M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","17.665","$757.17M","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/vivo",
"MRBK","Meridian Corporation","18.12","$110.44M","2017","n/a","n/a","https://old.nasdaq.com/symbol/mrbk",
"MMSI","Merit Medical Systems, Inc.","46.4","$2.57B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mmsi",
"SNUG","Merlyn.AI Tactical Growth & Income ETF","25.8678","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snug",
"MACK","Merrimack Pharmaceuticals, Inc.","3.86","$51.65M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","17.89","$1.22B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","12.9","$374.84M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrus",
"MESA","Mesa Air Group, Inc.","3.44","$121.83M","2018","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/mesa",
"MLAB","Mesa Laboratories, Inc.","271.5","$1.39B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","11.24","$1.32B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","24.26","$840.07M","1993","Finance","Major Banks","https://old.nasdaq.com/symbol/cash",
"MTCR","Metacrine, Inc.","9.18","$237.96M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtcr",
"METX","Meten EdtechX Education Group Ltd.","3.4","$181.2M","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/metx",
"METXW","Meten EdtechX Education Group Ltd.","0.2","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/metxw",
"MEOH","Methanex Corporation","29.01","$2.21B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/meoh",
"MCBS","MetroCity Bankshares, Inc.","14.65","$376.13M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbs",
"MGEE","MGE Energy Inc.","67.44","$2.44B","n/a","Energy","Electric Utilities: Central","https://old.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","41.2","$696.83M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/mgpi",
"MBOT","Microbot Medical Inc. ","7.92","$56.26M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","110.48","$27.89B","1993","Technology","Semiconductors","https://old.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","53.31","$59.35B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","214.8","$1624.5B","1986","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","181.05","$1.75B","1998","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","2.4","$345.26M","1996","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","2.49","$137.26M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mict",
"MPB","Mid Penn Bancorp","20.2","$170.1M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","2.01","$25.36M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","2.12","$30.34M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","20.54","$131.01M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","67.43","$1.18B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","14.35","$325M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/msbi",
"MSVB","Mid-Southern Bancorp, Inc.","13.64","$45.4M","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/msvb",
"MOFG","MidWestOne Financial Group, Inc.","21.1","$339.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mofg",
"MIST","Milestone Pharmaceuticals Inc.","6.91","$170.75M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mist",
"MLND","Millendo Therapeutics, Inc. ","1.81","$34.39M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mlnd",
"TIGO","Millicom International Cellular S.A.","31.81","$3.22B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tigo",
"MIME","Mimecast Limited","43.04","$2.75B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mime",
"MNDO","MIND C.T.I. Ltd.","2.33","$46.36M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mndo",
"MIND","MIND Technology, Inc.","2.18","$26.56M","1994","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mind",
"MINDP","MIND Technology, Inc.","18.99","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mindp",
"NERV","Minerva Neurosciences, Inc","3.19","$131.44M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nerv",
"YGMZ","MingZhu Logistics Holdings Limited","4.25","$51M","2020","n/a","n/a","https://old.nasdaq.com/symbol/ygmz",
"MGEN","Miragen Therapeutics, Inc.","0.4989","$28.24M","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","184.94","$8.24B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrtx",
